,GLOBALEVENTID,SQLDATE,SOURCEURL,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FullName,ActionGeo_CountryCode,company,industry,topic,sentiment,title
293,429292327,20150429,http://www.indiawest.com/news/business/french-firm-capgemini-pays-billion-to-acquire-igate/article_8d381614-edf5-11e4-ac9c-4fd97dd86fe1.html,46.0,2.0,France,FR,capgemini,,,,
294,429362216,20150429,http://economictimes.indiatimes.com/tech/software/infosys-ceo-vishal-sikka-hires-sap-executive-jason-wolf-puts-him-in-charge-of-experience-design/articleshow/47094551.cms,12.9833,77.5833,"Bengaluru, Karnataka, India",IN,infosys,,,,
295,429370140,20150429,http://profit.ndtv.com/news/corporates/article-new-it-jobs-unlikely-to-keep-pace-with-fy15-wipro-infosys-may-hire-less-759121,19.1,78.35,"Nirmal, Andhra Pradesh, India",IN,infosys,,,,
296,429470271,20150429,http://economictimes.indiatimes.com/tech/ites/infosys-ceo-vishal-sikka-doubles-down-on-design-led-strategy-with-fresh-sap-hire/articleshow/47101093.cms,51.0,9.0,Germany,GM,infosys,,,,
297,429403851,20150429,http://www.greenfieldreporter.com/view/story/a53dead8170a456c93d42fdfeef8792e/NY--Rochester-Officer-Shot-Trial,43.1548,-77.6156,"Rochester, New York, United States",US,Roche,,,,
298,429237293,20150429,http://www.dailyrecord.com/story/money/business/2015/04/28/pfizer-despite-dollar-generics-fight-still-impresses/26526895/,42.1497,-74.9384,"New York, United States",US,pfizer,,,,
299,429399686,20150429,http://www.streetreport.co/pfizer-inc-nysepfe-in-focus/13605/,,,,,pfizer,,,,
300,429463617,20150429,http://www.nasdaq.com/article/pfizer-inc-earnings-5-things-you-probably-overlooked-by-focusing-on-the-headlines-cm470872,38.0,-97.0,United States,US,pfizer,,,,
301,429272355,20150429,http://www.ldnews.com/local/ci_28006967/myerstowns-bayer-honored-top-place-commuting-workers,40.5773,-77.264,"Pennsylvania, United States",US,bayer,,,,
302,429417332,20150429,http://www.techsonian.com/small-cap-alert-medbox-mdbx-lifelogger-logg-bayerische-bamxy-allied-nevada-gold-anvgq/12470721/,38.4199,-117.122,"Nevada, United States",US,bayer,,,,
303,429472826,20150429,http://www.caughtoffside.com/2015/04/29/ex-chelsea-star-ruled-out-for-season-as-bayern-munich-injury-crisis-deepens/,52.5,5.75,Netherlands,NL,bayer,,,,
304,429519551,20150429,http://espn.go.com/horse-racing/story/_/id/12788725/bayern-returns-churchill-downs-stakes,40.0118,-75.248,"Belmont Park, Pennsylvania, United States",US,bayer,,,,
305,429521596,20150429,http://www.defensenews.com/story/defense/policy-budget/budget/2015/04/29/michael-bayer-defense-business-board/26598553/,27.8333,-81.717,"Florida, United States",US,bayer,,,,
306,429382765,20150429,http://www.investorwired.com/european-stocks-slide-national-bank-of-greece-weatherford-international-arcelormittal-sa-glaxosmithkline-fiat-chrysler-automobiles-nv/1731302,39.0,22.0,Greece,GR,glaxosmithkline,,,,
